bid,微博正文,相关,正面,负面
LnZDQ2ZZo,今天疫情防控措施已经持续十多天了，大家都非常理解国家动态清零任务支持封控 ,1,1,0
LnQdRpuPx,就在刚才8点30分，从花香月色中散步归来，我看到3个消息，让我感慨万千，这些消息都跟我们中国密切相关！明天股市如何走？，具体如下：1.中信证券悄然下调茅台目标价至2246元，降幅25%。贵州茅台作为A股股价的“天花板”已有多年，中信证券悄然修正了贵州茅台的最新目标价2246元/股。在2020年基金抱团白酒股的时候，其目标价达到3000元每股，到今年最低跌幅到1500元每股。现在价位1784元，距离2246元，还有460元的距离，蹦一蹦还是能够摸得到的，但对于3000元的目标，还有接近一倍的距离。主力资金为了出货也是尽大可能夸张茅台的价位。不管3000也好，2000也罢，贵州茅台酒在市场上平价是买不到的，即使开通了一个茅台抽签的通道，申购的一万人去争抢40瓶酒，那感觉很酸爽。在普通老百姓的心目中，贵州茅台就是一个神话般的存在，已经丧失了作为白酒的最根本的消费属性，更多的是金融属性在里面。买回家来还是舍不得喝，希望它增值。2.管涛：二季度，降准降息空间仍存。对国内经济，结构性货币政策的精准滴灌，同时，稳健的货币政策加大对实体经济的支持力度也离不开总量工具，下阶段要适时出台降准、降息等总量政策。降息对降低融资成本的效果更直接，而降准的传导链条会更长一些。我国降准、降息的空间依然存在，两项工具可以交叉使用或叠加使用还是降息来得更直接一些，因为降息是在企业的层面直接进行减免，可以在财务报表上利润增加额当月就能体现出来，货币资金流直接被节省。而降准则是在金融行业进行具体实施，有了一定量的资金头寸，再通过资金的放贷流转到实体当中去，这就需要一定的时间和过程，相对比较缓慢，中间环节或许还有资金的流失，因此，降准的效果没有降息的效果来的更直接。三月份疫情的复发，对国民经济造成了一定量的冲击，稳妥看，直接降息对企业的促进作用更大一些，个人观点认为，四月份降息的概率偏大。3.在熊市的环境下，私募炒股水平不如散户，牛市缔造了神话，熊市就是神话的破灭。百亿私募一季度整体亏超9％，仅有8家百亿私募实现正收益，占比不到10％。主观股票类全军覆没。行业管理上唯有供煤炭板块以及稳增长地产、银行等板块上涨。而基金重仓的方向，如食品饮料、医药生物、新能源、新能源车板块均下跌-20％左右。在牛市的环境下，即使基金经理和私募经理啥也不干，闭着眼睛去抓不太差的股票，基本也能跑赢或者持平沪深300，像今年这样的环境，私募和基金有的甚至不如散户炒股的水平高，也是一赚两平七亏损，都彼此彼此吧！体现一个基金经理的水平，不是在牛市，而是在熊市的环境里，看谁赔的少，甚至能跑赢大盘。4.市场情绪有所修复，市场抄底机会来临。进入1月，市场进入对措施执行落地不足的担心，市场从1月开始下跌，2月俄乌冲突，3月疫情冲击经济复苏。结果A股、中概股、港股等遭受了很大抛压，甚至陷入“恐慌螺旋”。像是一种“应激反应”的情绪性宣泄。大盘从3720点到现在，跌幅也达到接近500点，接近15%的水平，处于相对的历史阶段底部。进入二季度，随着上海疫情的动态清零，各行各业的复产，房地产建设进度的提升，相关政策暖风的频吹，俄乌局势的相对缓和，国家各种政策暖风的频吹，人们的情绪面会逐步得到平复，现在的阶段估值更接近于黄金坑的底部，因此，现在看做是黄金坑来临也不为过。因此，四月份，五月份和六月份将会是窄箱体逐步震荡向上的一个过程，这也是情绪面结合资金面潜移默化的一个特点。今天七点半，一个重大的利好被曝出，建设统一的全国市场，在数字经济，能源板块，电力板块，产权交易，低碳经济等各行各业要求和谐和统一，利好股市的全面发展，同时，结合技术面的揉搓线，明天大概率股指高开，但是叠加新股上市的增多，有可能高开平走甚至低走。因此，明天谨防前期过热的板块借利好冲高回落。轻大盘重个股还是要看的，不要重仓，轻仓操作即可。,0,0,0
LnNTxgNGV,12、动态清零的重要目标之一，是防止医疗挤兑，因此杜绝任何新冠患者独占医疗资源（宁愿空置浪费）的行为，必须让其它危重急症的普通患者得到及时治疗。防疫是为了救人，而不是产生次生伤害。上海防疫，背后的国本之争 ,1,0,0
LnFkSDp41,【#4月8日保定安国新增42例阳性感染者#】今天下午，保定安国市政府新闻办召开新冠肺炎疫情防控工作新闻发布会，发布全市疫情防控最新情况。发布会通报，截至4月8日14：00，安国市已完成第9轮核酸检测，采集样本303972份，已出结果303972份。其中，在隔离点检出新增阳性感染者42人，涉及全市3个乡镇（街道）、3个村、6个社区，流调出新增密接人员113人，已全部集中隔离。目前，该市累计检出阳性病例（轻症、无症状）共计201人。值得注意的是，#4月8日安国首日实现社会面清零#，标志着疫情防控工作取得阶段性成果。据了解，截至目前，安国市已启用隔离点32个，包括在外地启用18个，累计隔离人员5882人。近几天，随着病例人数和重点管控人员增加，为进一步提高核酸采集效率、提升隔离转运水平，安国做了以下工作：一是调整策略，保证核酸采集效率。针对新形势，及时调整疫情指挥体系，每个市级领导牵头组成1个小专班，根据分包安排包联点位，维护现场秩序，协助信息登统，核酸检测全面提速；二是加强调度，组建了调度专班和转运专班，统筹调度隔离转运工作，目前隔离转运工作有效顺畅，解决了“车到人不到”“人到车不到”等问题。同时成立了核酸检测、流行病学调查工作领导小组，组建“一办八组”，统筹负责安国域内核酸检测和流行病学调查等工作，保证信息不走样、数据传输零延误；三是“人”“技”结合，保证封控人员足不出户。保定市抽调干警651名支援安国封控管控工作。目前，每个村（社区）配备公安干警3人、基层民兵3人、县乡干部3人，以及村干部、志愿者11人，组成20人左右的管控帮扶组，确保封住管好。截至4月8日12时，整合水利高点20个，环保高点9个，铁路高点1个，平安乡村低点监控234个，新建147个高点监控，共计建设、整合411个视频资源，全市198个行政村、7个社区实现了视频监控全覆盖，确保人不下楼、足不出户。此外，该市8条公交供给线路运行稳定，生活物资、疫情防控物资供应充足。4月8日，销售蔬菜86吨、米30吨、面40吨，油400桶，猪肉15吨，水果4吨，发放口罩10000余只、防护服3900余套、84消毒液3800余瓶，同时为外来医护工作人员、集中隔离点、抗疫一线人员发放综合生活物资12507件，有效保障群众生活、抗疫需求。（长城网）,1,0,0
LnvA7kq56,【#非必要不来邯返邯#，邯郸市交通运输局致邯郸市民一封信】为全面阻断新冠肺炎病毒传播风险，全力做好新冠肺炎疫情防控工作，经邯郸市疫情防控工作领导小组分析研判，决定对邯郸市主城区（环城高速公路以内）及周边实行封控管理，开展全员核酸检测。为确保您和家人以及全市人民的健康安全，在此提示大家：一、非必要不来邯、不返邯。为避免旅途中的感染风险，保护您和家人的健康，请暂时取消返邯计划，留在当地做好个人防护。如果您的亲朋好友近日有来邯、返邯计划，请及时告知当前我市疫情管控政策和措施，耐心做好思想工作，劝其克服困难，暂缓来邯、返邯。二、封控区域。丛台区、复兴区、邯山区、经济技术开发区所有区域。三、封控时间。2022年4月8日0时起实行封控，暂定3天，解除封控时间另行通知。四、交通管控措施。封控期间，封控区域将保持静默状态，做到外不进、里不出、内不动。（一）邯郸市主城区公交线路、客运班线、出租客运全部暂停运营。邯郸汽车客运总站、邯郸客运中心站暂时闭站停运，邯郸机场近日航班全部取消，邯郸火车站和邯郸高铁东站暂停旅客进出站。（二）封控期间，邯郸市丛台区、邯山区、复兴区、邯郸经济技术开发区四区全域范围实施交通管控，过境车辆一律绕行。封控期间，绕行路线如下：东来车辆绕行路线：东来车辆通过青兰高速、邯郸绕城高速、京港澳高速绕行。西来车辆绕行路线：西来车辆通过青兰高速、邯郸绕城高速、京港澳高速绕行。南来车辆绕行路线：南来车辆通过京港澳高速、邯郸绕城高速、青兰高速绕行。北来车辆绕行路线：北来车辆通过京港澳高速、邯郸绕城高速、青兰高速绕行。再次提醒，为了您和家人以及全市人民的健康安全，最大限度降低新冠肺炎病毒传播风险，请非必要不来邯、不返邯！由此给您带来不便敬请谅解！衷心感谢您的理解、支持与配合！让我们众志成城，携手同心，共克时艰，共同打赢这场疫情防控的人民战争！,1,0,0
LnnplFc2u,【张志军督战主城区清零攻坚行动时强调 紧盯目标 协同作战 扎实推进社会面动态清零】4月6日，省委常委、市委书记张志军到南关区、二道区、净月高新区、经开区实地督战清零攻坚行动，扁平化指挥疫情防控工作。他强调，要深入贯彻习近平总书记重要指示精神，坚持科学精准防控，发挥协同作战优势，紧盯目标，扎实推进社会面动态清零。 长春新闻的微博视频,1,1,0
Lnerso2LG,【注意！#吉林街头两野猪狂奔#】4月5日，吉林长春。当市民都在家静态管理时，巡逻人员发现竟有两只野猪在街上狂奔。观观提醒：在路上遇见野生动物请勿靠近，注意安全！#蓝V视界#   四川观察的微博视频 ,0,0,0
Ln3lSzxhG,全球玻璃看中国，中国玻璃看沙河，突如其来的疫情打乱了玻璃原来的节奏，今年地产放贷又加快了，流动性一解决，玻璃也要跟一波，最近螺纹和pvc玻璃都很强。沙河发布”公众号4月3日发布消息：鉴于周边县区疫情形势严峻复杂，为切实保障全市居民群众生命安全和身体健康，依据相关法律法规和疫情防控有关规定，经市新冠疫情防控工作领导小组研究，决定实施全域封控、全员核酸检测。                                                               沙河疫情实施全区管控下对短线的玻璃影响有多大呢？玻璃厂区现在也要求，尽量不要车辆进出，但是特殊应急的车辆需要报备，报备之后是可以进出的。”  “现在沙河是静态管理，周边县区情况严峻。玻璃企业可以出货，但是会受影响，目前运输车辆上贴封条，人员不下车、不接触是可以装车的，目前高速上下口都封着，货物发不出去。沙河是北方地区重要的玻璃集散地，物流通畅与否关系到玻璃产业能否健康运转。疫情及淡季库存累积对玻璃现货的冲击尚未结束，但随着政策端对房地产支持信号的再度明确，玻璃需求回升预期更加稳固。同时，政策效果体现到房地产企业资金状况及玻璃深加工企业订单上需要一定周期，短期仍考验近月合约的成本支撑力度，推荐逢低布局旺季2209合约。                                                         玻璃的价格弹性比较小，同时玻璃容易储存，所以趋势性比较强。实际交割的比较少，大部分时间是基本面跟着盘面走。玻璃主要是自产自销不受国外环境影，走势特立独行，研究起来没有那么复杂，深受投资者关注的一个品种,0,0,0
LmVz8bdfR,【云南省中高风险地区已清零，目前全省均为低风险地区】根据国务院联防联控机制有关要求，经瑞丽市新冠肺炎疫情防控工作指挥部研究决定，自2022年4月3日20∶00起，瑞丽市姐告国门社区由中风险地区调整为低风险地区。目前，云南省中高风险地区已清零，目前全省均为低风险地区。（ 云南卫健委微信公众号）,1,0,0
LmMI4AMDx,【#孙春兰在沪调研疫情防控工作#：坚定信心迎难而上周密组织，坚决打赢大仗硬仗】据“上海发布”，中共中央政治局委员、国务院副总理孙春兰今天（4月3日）在上海调研疫情防控工作，前往集中隔离点、医疗救治点、高校、公安指挥中心，实地了解隔离管控、医疗救治、校园防疫以及流调溯源等情况，看望持续奋战一线的抗疫人员，转达习近平总书记对广大干部群众的关心和慰问。孙春兰强调，要深入贯彻习近平总书记重要指示精神，坚决落实党中央、国务院决策部署，坚持“动态清零”总方针不犹豫不动摇，坚定信心，迎难而上，周密组织，坚决打赢疫情防控大仗硬仗，全力守护人民安康、保障城市运行。市委书记李强参加调研活动。孙春兰一行首先来到华明苑公租房集中隔离点，了解工作运转、服务保障、力量配备以及智慧管理等情况，要求更加周密细致地做好隔离人员管理服务工作，把规范管理、人文关怀和心理疏导各项举措做深做细做到位。在市老年医学中心，孙春兰与中山医院、瑞金医院医疗队连线，了解医院开展医疗救治情况，要求加强分类救治，不断优化完善诊疗方案，以医者仁心、精湛医术护佑每一个生命，叮嘱医务人员认真做好院感防控和个人防护。在上海交通大学闵行校区，孙春兰听取学校疫情应急处置情况汇报，详细了解交大在闭环管理、学生管理等方面的做法，要求压实主体责任，科学精准防控，切实守护校园安全、师生安全。孙春兰还来到市公安局指挥中心，听取智慧公安系统防疫应对处置工作汇报，要求保障封控区、救治点和社会面安全，用好大数据分析等信息化手段，加大流调排查力度。孙春兰指出，上海作为人口高度密集的超大城市，也是承载特殊功能的经济中心城市，在坚决控制疫情的同时，保障上海城市和核心功能稳定运行意义重大。有关部门要发挥各自职能和专业优势，及时调集资源力量，强力支持上海开展防控工作。要坚持事不过夜、兵贵神速，着力破解瓶颈短板，从严落实防控措施，尽快斩断疫情传播链条。要加强扁平化统一指挥，压实主体责任，有序组织实施好全员核酸筛查，加强“采、送、检、报、复”各环节的组织和衔接。要着力挖掘集中隔离房源资源，备足隔离床位，提升管理效率，尽快实现密接人员应隔尽隔、日清日结。要分级分类做好阳性病例诊治，坚持同质化、规范化原则，坚持中西医结合，多措并举提升救治效果。要切实保障封控管控区群众的基本生活和看病就医需求，引导广大市民团结一心，支持各项防疫措施的落实，早日战胜疫情、恢复正常的生产生活秩序。,1,1,0
LmDlFmhKs,真的很难理解，对未来没有发生的假设中的次生灾害各种恐惧，不做评估任意夸大，对动态清零政策当下正在发生的次生灾害却熟视无睹，坐视不理，这就是目前中国在位的一流的流行病学科学家？？？？ ,1,0,1
LmtbXaiGj,#疫情防控#新华述评：坚持“动态清零”不放松！网页链接 ,1,1,0
LmtpZoJkk,愚人节最大的玩笑：全市中心城区实时静态管理居家办公的意思就是24小时待命三点睡觉六点起还不知道工作到几时附上上午的群聊——因为没回消息被点名和阴阳怪气其实醒了就是单纯的不想理 ,0,0,0
LmjpyuTfK,这也是挺有趣的一个现象。公知自由派恨国党躺平放开派这次都在拼命替上海辩护。他们搞错了吧。上海虽然文化上西化，但还是社会主义中国的最大城市。上海是中国的政治高地，党的诞生地，上海不是他们心目中的那个上海。也许他们把打倒动态清零的希望都寄托在上海身上。他们一定会失败。上海一定能战胜疫情，成功动态清零，回复正常的生活的。,1,1,0
LmbnEb9eW,特大型城市，流动人口的量。。。全员静态管理，嗯，加油！看看现在到底有多少人 ,1,0,0
Lm0J7hIBX,【山东每日新增感染者数量下降趋势明显，实现社会面“动态清零”】3月29日下午，省政府新闻办举办2022年疫情防控新闻发布会第十八场，介绍全省新冠肺炎疫情防控工作有关情况。记者在会上获悉，3月28日0时至24时，全省报告新增本土确诊病例9例，新增本土无症状感染者41例，本土无症状感染者转为确诊病例3例。3月28日，全省本土确诊病例治愈出院41例，无症状感染者解除医学观察43例。 山东每日新增感染者数量下降趋势明显，实现社会面“动态清零”,1,0,0
LlParwFpH,民航联盟：疫情防控形势积极向好深圳将分区分类组织企业复工复产上周日因冠病疫情而宣布封城的深圳，将允许在做好疫情防控的前提下，分区分类、有序组织企业复工复产。 综合《深圳特区报》官方微博及深圳市互联网信息办公室官微“深圳发布”消息，深圳昨天新增91例冠病病例，其中71例为确诊病例，20例为无症状感染者。深圳市政府副秘书长黄强今天（17日）在疫情防控新闻发布会上说，目前疫情防控形势积极向好，深圳将科学研判、精准评估，在做好疫情防控工作的前提下，分区分类、有序组织企业复工复产。黄强说，目前全员核酸检测工作进展顺利，绝大部分病例在封控管控区和集中隔离点核酸筛查中被发现，社会面新发现的病例数明显下降，连续两天均为个位数。部分重点区已经率先实现社会面动态清零。全市生活物资供应充足、物价稳定，疫情防控总体形势趋稳可控、不断向好。但他也说，目前全市每日新增病例数仍处于相对高位，个别封控管控区、重点场所、城中村还有散发疫情，疫情输入和反弹风险仍在，疫情防控丝毫不能松劲懈怠。拥有1700万人口的深圳在本月13日宣布全市社区封闭管理、公交地铁停运，成为继西安之后又一个因疫情而封城的千万级人口城市。黄强今天在发布会上坦承，近段时间由于防控措施升级，深圳市企业生产经营受到一定影响。目前疫情防控形势积极向好，深圳将科学研判、精准评估，在做好疫情防控工作的前提下，加大企业服务力度，指导督促企业做好防疫工作，解决用工、资金、原材料供应等实际问题。,1,0,0
LlHQKeaE3,#疫情# 上海明日起进行全市新一轮核酸筛查工作市新冠肺炎疫情防控工作领导小组办公室发布消息：为遏制疫情扩散蔓延势头，保障人民群众生命安全和身体健康，尽快实现社会面动态清零，综合前几轮核酸筛查情况并经专家评估研判，市新冠肺炎疫情防控工作领导小组研究决定，在全市范围内开展新一轮切块式、网格化核酸筛查。现就有关事项通告如下。一、3月28日5时起 ，我市以黄浦江为界分区分批实施核酸筛查。第一批，浦东、浦南及毗邻区域（包括浦东新区全区，奉贤区全区，金山区全区，崇明区全区，闵行区浦锦街道、浦江镇，松江区新浜镇、石湖荡镇、泖港镇、叶榭镇）先行实施封控，开展核酸筛查，4月1日5时解封 。同时，浦西地区重点区域继续实施封控管理。第二批，4月1日3时起 ，按照压茬推进的原则，对浦西地区实施封控，开展核酸筛查，4月5日3时解封 。二、封控区域内，住宅小区实施封闭式管理，所有人员足不出户，人员和车辆只进不出。保障基本生活必需的外卖、快递等实行无接触配送，不得进入住宅小区。三、封控区域内，各级党政机关、事业单位的工作人员，除承担防疫任务、保障基本运转的外，均实行居家办公或就地转为社区志愿者，向居住地所在社区居村委报到，全面参与社区防疫服务工作。因工作需要的医务人员、防疫人员、公安干警、外卖快递人员等凭工作证或单位证明正常出行。四、封控区域内，所有企业实施封闭生产或居家办公，保障市民生活和城市基本运行的水、电、燃油、燃气、通讯、交通、环卫、粮油肉菜供应等公共服务类企业除外。五、封控区域内，暂停公交、地铁、轮渡、出租汽车、网约车运行。疫情防控、紧急就医、生活保障、城市运行、应急处置等相关车辆，经各区政府或各行业主管部门认定核实后通行，其余车辆非必要不上路。六、市、区各有关部门和保供企业要确保生活必需品供应充足、价格稳定，封控期间应需要提供平价主副食品供应。要畅通绿色通道，保障市民群众特别是孕产妇、血透、放化疗等特殊患者的应急就医需求。各区、各街镇和各社区要落实专门的服务保障队伍，及时响应市民群众诉求。七、请广大市民群众支持理解配合全市疫情防控工作，按所在街道社区或单位通知要求，分时段有序参加核酸筛查。期间如未参加核酸筛查，随申码将被赋“黄码”；对无正当理由拒不配合、妨碍疫情防控或造成其他严重后果的，将依法追究其相应法律责任。我们将根据疫情形势优化调整防疫措施。感谢广大市民群众的理解支持和配合！,1,0,0
LlxhJeXhK,#上海承载全国乃至全球重要功能#今天在朋友圈看到的，户外西餐厅不会带来疫情传播，是吗？各地都在努力动态清零，上海的努力总觉得还差点火候 常州 ,1,1,0
LlpEDcLpI,【穿上“五色战袍”，并肩抗疫！】当前，上海重点区域正在开展切块式、网格化核酸筛查，非重点区域则分时分批次开展核酸检测，尽快实现社会面动态清零。为支援奋战在一线的基层社区干部、疾控人员等，上海各级检察院干警纷纷响应号召，同向而行、并肩抗疫。他们穿上不同颜色的“战袍”，活跃在全市各个街道社区，和上海人民一起打赢这场抗击疫情阻击战。网页链接（来源：最高人民检察院）,1,0,0
Llcb4vlTh,【连续两日，兰州新区无新增病例】根据甘肃省卫健委网站连续两日发布的甘肃省新冠肺炎疫情信息，3月22日0时至23日24时，甘肃省新增确诊病例10例，其中，兰州市9例、陇南市康县1例。新增治愈出院15例，其中，兰州市10例、兰州新区4例，白银市景泰县1例。新增无症状感染者62例，其中，兰州市35例、天水市秦州区20例、白银市白银区5例、临夏州广河县2例。新增解除无症状感染者集中隔离医学观察11例，其中，兰州新区2例、兰州市6例、白银市景泰县2例、临夏州康乐县1例。3月5日，兰州新区在重点人群筛查中发现1例新冠病毒核酸检测初筛阳性人员，随即启动疫情防控应急处置机制，快速精准落实“流调溯源—检疫管控—核酸检测—隔离诊疗”全链条防控措施，建立起省市新区联动机制。3月12日10时完成前四轮核酸检测，社会面第一次实现清零。截至3月23日24时，已经连续11天实现社会面清零。在疫情总体可防可控情况下，兰州新区坚持“外防输入、内防反弹”总策略和“动态清零”总方针不动摇，3月下旬，全面加快企业生产、居民生活及商业恢复等各项工作，努力将疫情影响降到最低。网页链接,1,1,0
Ll2Wg8UGl,今早准备出门的时候，我一边换鞋子一边跟老公说：“哎呀，感觉最近不太顺，你说要不要去庙里拜拜啊？”他马上开玩笑似地说：“那我更需要拜吧？我这（公司）都不顺三年了。”想想也是啊，疫情到现在都第三年了，随机不可预料的封控，反反复复的清零，大家都期盼着能有尘埃落定的那天。只是对于我们这些小企业来说，除了全力以赴求生存，更多了一分“看天安排”的不确定。拐爸其实是一个很乐观的人，从疫情爆发到现在，他们公司业务面临了很大的变动与挑战，但我从来没听他说过一句抱怨的话，永远都在积极努力地寻找破局点。每天六点半就起床，在公司加班加点也是常态，就算这样，每周末还要抽出时间来陪家人。和他面临的挑战比起来，我经历的这些琐碎才真的不算啥。生活也许会有点苦涩，但我们也要努力从这苦中尝出一丝丝甜来，这样才能继续向前走啊。,1,0,0
LkW5Ofd36,河北沧州连续六天社会面动态清零 部分县区不再全员核酸检测 网页链接 ,1,0,0
LkJgM3Kbx,今天实行全域静态管理，好安静啊。希望疫情快点过去。#玩转视频道具# LP冬至的微博视频 ,1,0,0
LkELjy6LN,深圳明起恢复社会生产生活秩序深圳基本实现社会面动态清零自3月21日，深圳有序恢复社会生产生活秩序，全市党政机关、企事业单位、生产经营单位等恢复正常工作秩序和生产经营，公交、地铁全面恢复运行，确保产业链供应链安全稳定，确保群众正常生产生活平稳有序。 苏州 ,1,0,0
LkF0Nhv7s,国人生来便没有自由吗 我想不是的。三年处处受限 无法断绝与国外的联系 也拉不下脸开放政策。我只能看到这些刷流氓的行为。为什么越来越多呼声支持与新冠病毒共存 波及到的人真的太多了 三年没回家过一次年的倒霉蛋还少吗。我们相信过国家的政策 坚持清零原则 可是三年过去了。摆在面前只有两条路 一是彻底断绝与外界的联系 可是我们国家没有俄那样的堡垒式经济 脱离外界马上会崩溃；二就是开放政策 自然选择的理论支持和现如今奥密克戎变异毒株都再向一个方向靠拢 疫情常态化。有人说国外的常态化是付出生命的代价换来的 是因为默认我们不需要自由吗。虽然我毕业旅行还是不怕死的去了 但我本可以更尽兴。大学本应灿烂 我却一个季度一个季度被关在学校 我的写生本不该在校园里 我的校园本应可以自由进出 我也不会有家不能回。一次次的复发是无法避免的 若不做出改变 若是后半辈子都要如此 我宁愿死于灿烂。,1,0,1
LkvcS8cFX,卫健委新规：各级医疗机构不得以未核酸检测为由推诿拒绝、延误治疗医疗人都知道，这一新规，执行上还是有很大难度的新冠疫情发生以来，国内已有多名政府官员受到撤职免职等严厉处分国人大体上知道，这些官员被处分的主因是疫情防控没做好，而且直接造成了疫情蔓延的后果这些受处分的官员，是在哪些方面抗疫不力，都有哪些具体表现，犯了什么错误，是否存在主观上的恶意，其实都应当客观、实事求是地给出评价和结论。因为这样才是公正负责任的态度。只有明示错在何处，分析为何有错，对疫情防控才具有全国性的指导意义，对各地政府官员吸取教训、积累经验，有效避免犯错才更具有明确的警示作用，同时，也有利于人民群众和政府官员相互监督，积极参与到疫情防控工作中来。如果只是简单的一句“抗疫不力”而处之，对提高“精准防控“效果，实际意义并不大新冠疫情防控，百年一遇，没有前人经验可借鉴，更无当下模板可参照，要做到“动态清零、精准防控”，对于我们这样一个大国，困难和挑战难以想象，需给予一定的容错空间，更需实事求是的精神,1,0,0
LkjGHfGtW,【西安市社会面连续清零7天后，会研判复课问题】3月18日下午，市政府新闻办召开西安市新冠肺炎疫情防控工作新闻发布会（第70场），通报疫情防控最新情况并答记者问目前暂停线下教学的学校，在全市社会面连续清零7天后（也就是说，如果后面我市不再出现社会面病例，到下周二），我们会再请专家研判，作出是否复课的决定。届时，我们会提前做出安排。当然，对于判定为密接、次密接的学生和教职工，我们要继续按照规定的防控措施执行到管控结束；出现阳性病例的学校，暂缓复课，学校要持续追踪本校人员的健康情况；各类培训机构继续暂停线下培训。（西安报业）,1,0,0
Lk8UrmHtm,3月17日，西安开始新一轮核酸筛查工作，西安新晋网红贴纸——“清零四宝”最后一位朱鹮准时上线，一大早市民纷纷晒出#西安市民集齐秦岭四宝核酸贴纸#合照，你集齐了吗？@白鹿视频  白鹿视频的微博视频  ,1,0,0
Lk2Do31jb,【最新发布】全区所有人员：为快速斩断病毒传播链，加快推进“社会面清零”，更进一步全面排查疫情风险，碑林区决定3月17日(星期四)继续在全区开展新一轮大规模核酸筛查。一、筛查范围碑林区全域所有人员（包括在碑林辖区生活、工作、学习的所有人员），以小区（家属院）、企事业单位为单位进行筛查。二、筛查时间3月17日（星期四）早晨6:00时——中午12:00时。三、重点提示做完核酸检测采样后，发给每人一张朱鹮即时贴 。明天降温，请居民群众注意保暖。      疫情防控，人人有责，科学防范，责任重大。魅力碑林、平安家园、幸福生活，需要你我共同守护。让我们携起手来，齐心协力、众志成城、万众一心，为全面打赢疫情防控阻击战、歼灭战而共同努力！碑林区疫情防控指挥部办公室2022年3月16日,1,0,0
LjSr1Arb0,“好事”如何做好？近期上海要分区域进行全体居民的核酸检测争取尽快实现社会动态清零，这是疫情防控的非常措施，体现了人民政府对人民群众负责的良好愿望，然而好的愿望如何切实取得良好的效果，需要执行细则的合理的策划，现在我们看到的大部分做法都是在限定的时间内要求全体居民到指定地点排队等候核酸检测，这样做法有三大问题：（1）上海是个老年人居多的社会，有众多的老人行动并不方便，在限定的时间都要去某个指定地点排队等候核酸检测是否合适？（2）限定时间内居民有各种各样的原因无法或不方便到指定地点排队等候核酸检测，由此可见“漏网”是不可避免的，最终的结果所谓“全员”就会是一个问号；（3）整个全员参加指定地点排队等候核酸检测过程，就是在限定的短时间内所有居民进进出出上上下下，相互之间必然会有多次的交叉？流动和接触，如果其中有疫情感染者那就增加了相互交叉感染的机会，届时良好愿望就有可能舍得其反，客观上为疫情感染和传播提供了机会！实际上述三个问题的解决并不困难，只要请核酸检测人员变等候居民来做核酸检测改为上门按楼层实施核酸检测就可以了（做过核酸检测人员都知道核酸检测过程并不复杂，两个人一组必要时可请楼层的党员志愿者配合，特别是高层建筑都有电梯从顶楼逐层下降实施核酸检测并不困难），按楼层实施核酸检测好处：（1）免除了老年人的上下楼的困难；（2）准确掌握参加核酸检测的人数，减少“漏网之鱼”；（3）最大的好处是减少了人为的人员流动 减少了交叉感染的机会；（4）从长远看为落实“以人民为中心”又前进了一步。一个普通公民的呼声 上海,1,0,0
LjHJjqqZ4,专家答疑【对付奥密克戎#打了加强针有什么不同#】近期，多省市出现由奥密克戎变异株引发的本土疫情，且感染人数不断增加。加强针有用吗？打了加强针有什么不同？国家重大公共卫生事件医学中心、武汉同济医院感染科专家宁琴对此做出解答。宁琴介绍奥密克戎的突出特点是传染性极强，传播速度极快，且具有非常强的免疫逃逸能力，即两剂疫苗接种不足以预防奥密克戎变异株感染。接种了疫苗仍被感染，是否意味着疫苗已失去了保护效力？答案是否定的。统计显示，中国已有85%的人口完全接种疫苗，远高于美国65%的比例。尽管接种疫苗很难预防奥密克戎变异株感染，但却能够显著降低感染后的重症率和死亡率。国内一项针对奥密克戎感染病例的分析证实，未接种2剂疫苗者感染新冠肺炎后的病死率，是接种2剂及2剂以上疫苗者的5倍。其中，80岁及以上老年人中，未完全接种疫苗的病死率是8.19%，完全接种疫苗者为1.26%；70—79岁老年人中，未完全接种疫苗的病死率是2.19%，完全接种疫苗者为0.23%；60—69岁老年人中，未完全接种疫苗的病死率是0.71%，完全接种疫苗者为0.04%。宁琴强调，尽早完成第二针和加强针接种，是保护好自己和家人的重要手段，也是我国能够在全球疫情肆虐的情况下实现动态清零，避免出现疫情规模性反弹的重要依托。建议符合条件的市民积极主动完成疫苗接种，同时坚持做好戴口罩、勤洗手、多通风、保持社交距离等个人防护措施。（记者：潘岳，通讯员： 童萱）,1,0,0
Ljz7R00J0,深圳week2居家办公的一周阳光洒进来电脑旁边就是床好快乐每日窗外的春光都好美3.8节的花花马马虎虎的春饼全市饭店电影院公共场所全都关门只能去公园遛遛弯每天必做的核酸两个人做了一大盆麻辣香锅打了一下午的羽毛球下周继续居家办公希望深圳早日好起来想趁着好春光出去玩清明节没指望了五一清零摘星让我们出去旅旅游吧 深圳,0,0,0
LjoZoaLPS,【#西安人的朋友圈全是秦墩墩# 】网友：#秦岭四宝原来是清零四宝# 3月12日，西安多区域开展新一轮大规模核酸筛查，对已检测人员发放熊猫贴纸。西安市新城区一小区，凌晨五点开始为居民采样，完成采样后，工作人员会给居民一张西安市统一发放的完成核酸采样的标识贴纸，上面印有陕西“秦岭四宝”之一大熊猫的卡通形象。 已采核酸的市民群众凭标识贴纸出入小区、家属院、单位和公共场所。 今天，你的朋友圈是不是也被这只“秦墩墩”刷屏了。网友：秦岭四宝原来是清零四宝陕视新闻的微博视频,1,0,0
