bid,微博正文,相关,正面,负面,label1,label0,cut_text
LnQdRpuPx,就在刚才8点30分，从花香月色中散步归来，我看到3个消息，让我感慨万千，这些消息都跟我们中国密切相关！明天股市如何走？，具体如下：1.中信证券悄然下调茅台目标价至2246元，降幅25%。贵州茅台作为A股股价的“天花板”已有多年，中信证券悄然修正了贵州茅台的最新目标价2246元/股。在2020年基金抱团白酒股的时候，其目标价达到3000元每股，到今年最低跌幅到1500元每股。现在价位1784元，距离2246元，还有460元的距离，蹦一蹦还是能够摸得到的，但对于3000元的目标，还有接近一倍的距离。主力资金为了出货也是尽大可能夸张茅台的价位。不管3000也好，2000也罢，贵州茅台酒在市场上平价是买不到的，即使开通了一个茅台抽签的通道，申购的一万人去争抢40瓶酒，那感觉很酸爽。在普通老百姓的心目中，贵州茅台就是一个神话般的存在，已经丧失了作为白酒的最根本的消费属性，更多的是金融属性在里面。买回家来还是舍不得喝，希望它增值。2.管涛：二季度，降准降息空间仍存。对国内经济，结构性货币政策的精准滴灌，同时，稳健的货币政策加大对实体经济的支持力度也离不开总量工具，下阶段要适时出台降准、降息等总量政策。降息对降低融资成本的效果更直接，而降准的传导链条会更长一些。我国降准、降息的空间依然存在，两项工具可以交叉使用或叠加使用还是降息来得更直接一些，因为降息是在企业的层面直接进行减免，可以在财务报表上利润增加额当月就能体现出来，货币资金流直接被节省。而降准则是在金融行业进行具体实施，有了一定量的资金头寸，再通过资金的放贷流转到实体当中去，这就需要一定的时间和过程，相对比较缓慢，中间环节或许还有资金的流失，因此，降准的效果没有降息的效果来的更直接。三月份疫情的复发，对国民经济造成了一定量的冲击，稳妥看，直接降息对企业的促进作用更大一些，个人观点认为，四月份降息的概率偏大。3.在熊市的环境下，私募炒股水平不如散户，牛市缔造了神话，熊市就是神话的破灭。百亿私募一季度整体亏超9％，仅有8家百亿私募实现正收益，占比不到10％。主观股票类全军覆没。行业管理上唯有供煤炭板块以及稳增长地产、银行等板块上涨。而基金重仓的方向，如食品饮料、医药生物、新能源、新能源车板块均下跌-20％左右。在牛市的环境下，即使基金经理和私募经理啥也不干，闭着眼睛去抓不太差的股票，基本也能跑赢或者持平沪深300，像今年这样的环境，私募和基金有的甚至不如散户炒股的水平高，也是一赚两平七亏损，都彼此彼此吧！体现一个基金经理的水平，不是在牛市，而是在熊市的环境里，看谁赔的少，甚至能跑赢大盘。4.市场情绪有所修复，市场抄底机会来临。进入1月，市场进入对措施执行落地不足的担心，市场从1月开始下跌，2月俄乌冲突，3月疫情冲击经济复苏。结果A股、中概股、港股等遭受了很大抛压，甚至陷入“恐慌螺旋”。像是一种“应激反应”的情绪性宣泄。大盘从3720点到现在，跌幅也达到接近500点，接近15%的水平，处于相对的历史阶段底部。进入二季度，随着上海疫情的动态清零，各行各业的复产，房地产建设进度的提升，相关政策暖风的频吹，俄乌局势的相对缓和，国家各种政策暖风的频吹，人们的情绪面会逐步得到平复，现在的阶段估值更接近于黄金坑的底部，因此，现在看做是黄金坑来临也不为过。因此，四月份，五月份和六月份将会是窄箱体逐步震荡向上的一个过程，这也是情绪面结合资金面潜移默化的一个特点。今天七点半，一个重大的利好被曝出，建设统一的全国市场，在数字经济，能源板块，电力板块，产权交易，低碳经济等各行各业要求和谐和统一，利好股市的全面发展，同时，结合技术面的揉搓线，明天大概率股指高开，但是叠加新股上市的增多，有可能高开平走甚至低走。因此，明天谨防前期过热的板块借利好冲高回落。轻大盘重个股还是要看的，不要重仓，轻仓操作即可。,0,0,0,1,0,8 点 30 分 花香 月色 中 散步 归来 3 消息 感慨万千 消息 中国 密切相关 明天 股市 走 1 . 中信证券 悄然 下调 茅台 目标价 2246 元 降幅 25% 贵州 茅台 A股 股价 天花板 已有 多年 中信证券 悄然 修正 贵州 茅台 最新 目标价 2246 元 / 股 2020 年 基金 抱团 白酒 股 目标价 3000 元 每股 最低 跌幅 1500 元 每股 价位 1784 元 距离 2246 元 460 元 距离 蹦 蹦 摸 3000 元 目标 接近 一倍 距离 主力 资金 出货 尽大 夸张 茅台 价位 3000 2000 贵州 茅台酒 市场 平价 买不到 开通 茅台 抽签 通道 申购 一万 人去 争抢 40 瓶酒 感觉 很酸爽 老百姓 心目 中 贵州 茅台 神话 丧失 白酒 消费 属性 金融 属性 买 回家 舍不得 喝 希望 增值 2 . 管涛 二季度 降准 降息 空间 仍存 国内 经济 结构性 货币政策 精准 滴灌 稳健 货币政策 加大 实体 经济 支持 力度 离不开 总量 工具 阶段 适时 出台 降准 降息 总量 政策 降息 降低 融资 成本 效果 降准 传导 链条 更长 我国 降准 降息 空间 依然 两项 工具 交叉 叠加 降息 来得 降息 企业 层面 减免 财务报表 利润 增加额 当月 体现 货币 资金流 节省 而降 准则 金融 行业 具体实施 一定量 资金 头寸 资金 放贷 流转 实体 时间 过程 缓慢 中间环节 资金 流失 降准 效果 降息 效果 三月份 疫情 复发 国民经济 一定量 冲击 稳妥 降息 企业 促进作用 更大 个人观点 四月份 降息 概率 偏 3 . 熊市 环境 私募 炒股 水平 散户 牛市 缔造 神话 熊市 神话 破灭 百亿 私募 一季度 整体 亏超 9 ％ 8 家 百亿 私募 正 收益 占 不到 10 ％ 主观 股票 类 全军覆没 行业 管理 供 煤炭 板块 稳 增长 地产 银行 板块 上涨 基金 重仓 方向 食品饮料 医药 生物 新能源 新能源 车 板块 下跌 - 20 ％ 牛市 环境 基金 经理 私募 经理 干 闭着 眼睛 抓 不太差 股票 跑 赢 持平 沪 深 300 环境 私募 基金 散户 炒股 水平 高 赚 两平 七 亏损 彼此彼此 体现 基金 经理 水平 牛市 熊市 环境 里 赔 少 跑 赢 大盘 4 . 市场 情绪 修复 市场 抄底 机会 来临 1 月 市场 措施 执行 落地 担心 市场 1 月 下跌 2 月 俄 乌 冲突 3 月 疫情 冲击 经济 复苏 A股 中概 股 港股 遭受 很大 抛压 陷入 恐慌 螺旋 像是 一种 应激反应 情绪性 宣泄 大盘 3720 点到 跌幅 接近 500 点 接近 15% 水平 处于 历史 阶段 底部 二季度 上海 疫情 动态 清零 各行各业 复产 房地产 建设 进度 提升 相关 政策 暖风 频吹 俄乌 局势 缓和 国家 政策 暖风 频吹 情绪 面 平复 阶段 估值 接近 黄金 坑 底部 看做 黄金 坑 来临 不为过 四月份 五月份 六月份 将会 窄 箱体 震荡 向上 过程 情绪 面 资金面 潜移默化 七点 利好 曝出 建设 统一 全国 市场 数字 经济 能源 板块 电力 板块 产权交易 低碳 经济 各行各业 和谐 统一 利好 股市 发展 技术 面 揉搓 线 明天 概率 股指 高开 叠加 新股 上市 增多 高 开平 走 低 走 明天 谨防 前期 过热 板块 利好 冲高 回落 轻 大盘 重 个股 重仓 轻仓 操作 即可
Lvgrt5IaA,大江东｜事不过夜，守住底线 上海抗疫众志成城2022年的春天，曾经清零的疫情，卷土重来。“坚决守住不出现疫情规模性反弹的底线！”国务院联防联控机制12日召开电视电话会议，中共中央政治局委员、国务院副总理孙春兰如是说。国家层面的高度重视，说明此轮疫情防控形势之严峻。上海也面临着疫情来袭的巨大考验。“心往一处想，劲往一处使。”3月11日下午，上海市疫情防控工作领导小组会议再部署再落实疫情防控。上海市委书记、市疫情防控工作领导小组组长李强主持会议并讲话，用这十个字给上海抗疫凝心聚力。此刻的上海，不断涌现的抗疫故事令人动容。五指并拢，聚力战疫“带上行李，到九里亭报道。”近日，松江区九里亭街道永辉超市沪亭北路店被列为中风险地区。根据疫情防控需要，九里亭街道辖区多个小区被封控。疫情防控人员、街道工作人员、基层民警、志愿者、保安立即集合，穿好防护服后分赴相关区域。除了常规的疫情防控力量，从运输发放物资到上门提供医疗服务，从引导居民核酸检测到为患者买药配药，在九里亭街道的多个封控小区内，出现了多支由居民自发组建的抗疫保障突击队。 志愿者们带上行李，到九里亭报道。九里亭街道供图在业主群不断看到医疗求助信息，九里亭街道社区干部随即决定招募职业是医生、护士的业主，组建一支医护志愿服务队，解决小区内居民求医问药需求。招募令发出20分钟不到，就有十几名医务人员报名，很快，一支30人、来自不同医院不同科室的医护人员组成的医疗志愿服务队成立了。,1,0,0,1,1,江东 ｜ 事 过夜 守住 底线   上海 抗疫 众志成城 2022 年 春天 清零 疫情 卷土重来 守住 疫情 规模性 反弹 底线 国务院 联防 联控 机制 12 日 电视电话会议 中共中央政治局 委员 国务院 副 总理 孙春兰 如是说 国家 层面 高度重视 此轮 疫情 防控 形势 严峻 上海 面临 疫情 来袭 考验 心往 一处 想 劲往 一处 3 月 11 日 下午 上海市 疫情 防控 工作 领导 小组会议 部署 落实 疫情 防控 上海市委 书记 市 疫情 防控 工作 领导小组 组长 李强 主持会议 讲话 十个 字 上海 抗疫 凝心 聚力 此刻 上海 不断涌现 抗疫 故事 令人 动容 五指 并拢 聚 力战 疫 带上 行李 九里 亭 报道 近日 松江区 九里 亭 街道 永辉 超市 沪 亭 北路 店 列为 中 风险 地区 疫情 防控 九里 亭 街道 辖区 多个 小区 封控 疫情 防控 人员 街道 工作人员 基层 民警 志愿者 保安 集合 穿 防护服 分赴 相关 区域 常规 疫情 防控 力量 运输 发放 物资 上门 提供 医疗 服务 引导 居民 核酸 检测 患者 买药 配药 九里 亭 街道 多个 封控 区内 多支 居民 自发 组建 抗疫 保障 突击队   志愿者 带上 行李 九里 亭 报道 九里 亭 街道 供图 业主 群 医疗 求助 信息 九里 亭 街道社区 干部 随即 招募 职业 医生 护士 业主 组建 一支 医护 志愿 服务队 解决 区内 居民 求医问药 需求 招募 令 发出 20 分钟 不到 十几名 医务人员 报名 很快 一支 30 医院 科室 医护人员 医疗 志愿 服务队 成立
LlxhJeXhK,#上海承载全国乃至全球重要功能#今天在朋友圈看到的，户外西餐厅不会带来疫情传播，是吗？各地都在努力动态清零，上海的努力总觉得还差点火候 常州 ,1,1,0,2,1,上海 承载 全国 全球 功能 朋友圈 户外 西餐厅 带来 疫情 传播 努力 动态 清零 上海 努力 总 差点 火候   常州  
LsmfwuaCX,#辽宁好网民抗疫在行动# 【#沈阳新民市主城区实施静态管理#】5月8日，在常态化核酸检测中，新民市发现初筛核酸检测结果异常人员，第一时间启动了应急响应，对相关人员及活动区域实施严格封控，流调溯源、核酸检测、隔离管控、环境消杀等处置工作正在依规有序开展。根据目前新民市疫情防控形势，为有效控制疫情传播扩散风险，切实保障广大人民群众生命安全和身体健康，市疫情防控指挥部决定， 自5月10日0时起，对新民市主城区实施静态管理，辽滨街道依林印象小区、新柳街道新铁佳园小区实施封闭管理。现将具体防疫措施通告如下：1.在实施静态管理区域内，停止一切非必要流动、活动，居民除按属地街道统一组织参加例行核酸检测和收取、购买必要生活物资外，要做到足不出户。2.在此区域内满足群众必要生活物资和急需用药的市场主体，经行业主管部门审批同意，可以运营，其他经营性场所暂一律关停；生产性企业在确保员工不出厂区的前提下，封闭运行。3.在此区域内需上岗的机关事业单位工作人员、公安干警、医护人员、物业人员、社区工作者及服务保障疫情防控工作人员，按照市疫情防控指挥部统一要求，凭相关出入证明出入小区卡口。4.在此区域内已经划定的封控区、管控区继续按照封控区、管控区相关要求严格落实疫情防控措施。5.请关注官方发布的权威信息，不信谣、不传谣；提高个人防护意识，戴口罩，勤洗手，常通风，不聚集，保持安全社交距离。如出现发热、咳嗽、腹泻、乏力等症状，立即向所在社区报告后，请佩戴好N95口罩，统一由120救护车及时送至就近发热门诊就诊。6.严格落实重点关注地区来（返）新人员管理，来（返）新各类人员要严格按照新民市新冠肺炎疫情防控指挥部相关通告要求做好主动报备。各乡镇街，各级党政机关、企事业单位及各类市场主体要履行主体责任，主动进行排查。7.对拒不执行疫情防控期间相关规定，拒绝接受封闭管控、核酸检测、隔离观察等防控措施，强行冲闯社区（小区）、道路出入口设置的隔离、警戒、封控设施，未按规定要求做好域外来（返）新人员主动报备管理，以及编造散布谣言、借机滋事等其他扰乱公共秩序的违法行为，公安机关将依法从重严厉打击。8.疫情当前，需要和“病毒赛跑”，请广大居民予以理解，全市上下共同努力，争取以最短的时间遏制疫情发展势头，静态管理可能会给群众生活造成一定困难，如有生活需要，请与所在社区联系。9.解除封闭静态管理时间根据疫情形势另行通知。,1,0,0,1,1,辽宁 网民 抗疫   沈阳 新民市 主城区 实施 静态 管理 5 月 8 日 常态 化 核酸 检测 中 新民市 发现 初筛 核酸 检测 异常 人员 第一 时间 启动 应急 响应 相关 人员 活动 区域 实施 封控 流调 溯源 核酸 检测 隔离 管控 环境 消杀 处置 工作 依规 有序 新民市 疫情 防控 形势 控制 疫情 传播 扩散 风险 切实 保障 人民 群众 生命安全 身体健康 市 疫情 防控 指挥部   5 月 10 日 0 时起 新民市 主城区 实施 静态 管理 辽滨 街道 依林 印象 小区 新柳 街道 新铁 佳园 小区 实施 封闭 管理 现将 防疫 措施 通告 1 . 实施 静态 管理 区域 停止 非必要 流动 活动 居民 属地 街道 统一 组织 参加 例行 核酸 检测 收取 购买 生活 物资 外 足不出户 2 . 区域 群众 生活 物资 急需 用药 市场主体 行业 主管部门 审批同意 运营 经营性 场所 暂 一律 关停 生产性 企业 确保 员工 厂区 前提 封闭 运行 3 . 区域 内需 上岗 机关 事业单位 工作人员 公安干警 医护人员 物业 人员 社区 工作者 服务 保障 疫情 防控 工作人员 市 疫情 防控 指挥部 统一 相关 出入 证明 出入 小区 卡口 4 . 区域 划定 封 控区 管控 区 封控区 管控 区 相关 落实 疫情 防控 措施 5 . 请 关注 官方 发布 权威 信息 不信谣 传谣 提高 防护 意识 戴 口罩 勤洗手 通风 聚集 社交 距离 发热 咳嗽 腹泻 乏力 症状 社区 报告 请 佩戴 N95 口罩 统一 120 救护车 送 就近 发热 门诊 就诊 6 . 落实 重点 关注 地区 返 新 人员 管理 返 新 各类 人员 新民市 新冠 肺炎 疫情 防控 指挥部 相关 通告 做好 主动 报备 各乡镇 街 党政机关 企事业 单位 各类 市场主体 履行 主体 责任 主动 排查 7 . 拒不执行 疫情 防控 期间 相关 拒绝接受 封闭 管控 核酸 检测 隔离 观察 防控 措施 强行 闯 社区 小区 道路 出入口 设置 隔离 警戒 封控 设施 未 按规定 做好 域外 返 新 人员 主动 报备 管理 编造 散布 谣言 借机 滋事 扰乱 公共秩序 违法行为 公安机关 依法 严厉打击 8 . 疫情 病毒 赛跑 请 居民 予以 理解 全市 共同努力 短 时间 遏制 疫情 发展势头 静态 管理 群众 生活 困难 生活 请 社区 9 . 解除 封闭 静态 管理 时间 疫情 形势 另行通知
LmtbXaiGj,#疫情防控#新华述评：坚持“动态清零”不放松！网页链接 ,1,1,0,2,1,疫情 防控 新华 述评 动态 清零 放松 网页 链接  
Lt8axdSFk,今天早上八点开始做核酸检测，一天又一天，马上就把半年好时光过去了，本月20号社会面清零的目标能够实现吗？今天下午4：45分到居委会集合 ，晚上五点开始到六点钟，挨个居民楼消杀，我要背着三十多斤的农药桶去六栋楼喷洒消毒液，当志愿者第一次做这个事情，对于我这个五十五岁的人来说，白天当志愿者分发快递，晚上再当志愿者消杀病毒，我是真的尽力了！ 上海·高景花园 在上海打拼的临河人的微博视频,1,0,0,1,1,早上 八点 做 核酸 检测 半年 好时光 本月 20 号 社会 面 清零 目标 今天下午 4 45 分到 居委会 集合   晚上 五点 六点钟 居民楼 消杀 我要 背着 三十多斤 农药 桶 六栋 楼 喷洒 消毒液 志愿者 第一次 做 事情 五十五岁 白天 志愿者 分发 快递 晚上 志愿者 消 杀病毒 真的 尽力   上海 · 高景 花园   上海 打拼 临河 微博 视频
Lv71rdgVM,【#北京本轮疫情已得到有效控制# 】5月28日，在北京市新型冠状病毒肺炎疫情防控工作第348场新闻发布会上，市委宣传部副部长、市政府新闻办主任、市政府新闻发言人徐和建介绍，北京已连续6天实现新冠肺炎病例数下降，昨日社会面病例数实现清零，8个区已稳定实现社会面清零，个别区零星病例均在可控范围，本轮疫情已得到有效控制！#北京疫情#,1,0,0,1,1,北京 本轮 疫情 控制   5 月 28 日 北京市 新型 冠状病毒 肺炎 疫情 防控 工作 348 场 新闻 发布会 市委 宣传部 副 部长 市政府 新闻办 主任 市政府 新闻 发言人 徐和建 介绍 北京 连续 6 天 新冠 肺炎 病例 数 下降 昨日 社会 面 病例 数 清零 8 个区 稳定 社会 面 清零 区 零星 病例 可控 本轮 疫情 控制 北京 疫情
LnnplFc2u,【张志军督战主城区清零攻坚行动时强调 紧盯目标 协同作战 扎实推进社会面动态清零】4月6日，省委常委、市委书记张志军到南关区、二道区、净月高新区、经开区实地督战清零攻坚行动，扁平化指挥疫情防控工作。他强调，要深入贯彻习近平总书记重要指示精神，坚持科学精准防控，发挥协同作战优势，紧盯目标，扎实推进社会面动态清零。 长春新闻的微博视频,1,1,0,2,1,张志军 督战 主城区 清零 攻坚 时   紧盯 目标   协同作战   扎实 推进 社会 面 动态 清零 4 月 6 日 省委常委 市委书记 张志军 南关区 二道区 净 月 高新区 经开区 实地 督战 清零 攻坚 扁平化 指挥 疫情 防控 工作 贯彻 习近平 总书记 指示精神 科学 精准 防控 发挥 协同作战 优势 紧盯 目标 扎实 推进 社会 面 动态 清零   长春 新闻 微博 视频
LmjpyuTfK,这也是挺有趣的一个现象。公知自由派恨国党躺平放开派这次都在拼命替上海辩护。他们搞错了吧。上海虽然文化上西化，但还是社会主义中国的最大城市。上海是中国的政治高地，党的诞生地，上海不是他们心目中的那个上海。也许他们把打倒动态清零的希望都寄托在上海身上。他们一定会失败。上海一定能战胜疫情，成功动态清零，回复正常的生活的。,1,1,0,2,1,挺 有趣 现象 公知 自由派 恨国党 躺平 放开 派 拼命 上海 辩护 搞错 上海 文化 西化 社会主义 中国 城市 上海 中国 政治 高地 党 诞生地 上海 心目 中 上海 也许 打倒 动态 清零 希望 寄托 上海 身上 失败 上海 战胜 疫情 成功 动态 清零 回复 生活
Ll2Wg8UGl,今早准备出门的时候，我一边换鞋子一边跟老公说：“哎呀，感觉最近不太顺，你说要不要去庙里拜拜啊？”他马上开玩笑似地说：“那我更需要拜吧？我这（公司）都不顺三年了。”想想也是啊，疫情到现在都第三年了，随机不可预料的封控，反反复复的清零，大家都期盼着能有尘埃落定的那天。只是对于我们这些小企业来说，除了全力以赴求生存，更多了一分“看天安排”的不确定。拐爸其实是一个很乐观的人，从疫情爆发到现在，他们公司业务面临了很大的变动与挑战，但我从来没听他说过一句抱怨的话，永远都在积极努力地寻找破局点。每天六点半就起床，在公司加班加点也是常态，就算这样，每周末还要抽出时间来陪家人。和他面临的挑战比起来，我经历的这些琐碎才真的不算啥。生活也许会有点苦涩，但我们也要努力从这苦中尝出一丝丝甜来，这样才能继续向前走啊。,1,0,0,1,1,今早 出门 换 鞋子 老公 说 感觉 太顺 说 庙里 拜拜 开玩笑 似地 说 拜 不顺 三年 想想也是 疫情 第三年 随机 预料 封控 反反复复 清零 期盼 尘埃落定 那天 小企业 全力以赴 求生存 一分 看天 安排 拐爸 乐观 疫情 爆发 业务 面临 很大 变动 挑战 听 说 一句 抱怨 永远 努力 寻找 破 局点 六点半 起床 加班加点 常态 周末 抽出 时间 陪 家人 面临 挑战 经历 琐碎 真的 不算 生活 也许 苦涩 努力 这苦 中 尝出 一丝丝 甜来 向前走
Lpc9c48qu,静态管理第三天，继续打卡减脂操 ,0,0,0,1,0,静态 管理 第三天 打卡 减脂 操  
LpvQq1KCv,#沣东新城# 沣东新城关于解除全域临时静态管理的通告根据疫情防控有关规定，经专家综合研判，现就沣东新城解除全域临时静态管理通告如下：一、解除全域临时静态管理从2022年4月21日22时起 ，解除沣东新城全域临时静态管理，除封控区、管控区外，其他区域恢复常态化管理。二、全面落实常态化疫情防控措施（一）实行常态化管理的区域要严格落实疫情防控属地、部门、单位、个人“四方责任”，各单位、小区（村）和公共场所严格执行扫码、测温、戴口罩、一米线、规范消杀等常态化防控措施，提倡少出门、少串门、不扎堆、不聚集、勤洗手、常通风，做好人员健康管理，不再查验48小时核酸检测阴性证明。（二）在落实好各项疫情防控政策的基础上，各商场、超市、沿街门店恢复营业，餐饮业控制就餐人数和餐位距离，宾馆、单位内部食堂分时分餐，提倡隔桌就餐、就餐人数不超过餐位数的50%；旅游景区、剧院等公共场所按规定落实限量、预约、错峰等要求，接待量不超过最大承载量的75%。公交车、出租车、网约车等交通工具全面恢复运营，继续查验乘客健康码，司乘人员需做好个人防护。（三）严格控制聚集性活动，举办会议、聚会等活动应当控制人数，尽量举办线上会议或视频会议，50人以上活动应制定防控方案，按照“谁主办、谁负责”“谁审批、谁负责”原则，在举办活动5个工作日前向沣东新城或辖区街道疫情防控指挥部报备申请。提倡家庭聚餐聚会等不超过10人，提倡“喜事缓办，丧事简办，宴会不办”，确需举办的尽可能缩小活动规模。承办5桌以上宴会等聚餐活动，须向属地社区、村报备，落实属地疫情防控规定。（四）强化重点人员及行业管控措施。? 一是中风险地区未解除之前，新城人员非必要不离市，确需离市的，由辖区街道疫情防控指挥部出具离市证明。14日内有新增本土新冠病毒感染者所在县（区、旗）旅居史人员非必要不来返新城。省外来返人员要及时向所在社区（村）、单位、酒店等主动报告，7日内不聚餐、不聚会、不前往人群密集场所。? 二是物流行业所有外来车辆实行“逢车必检、逢人必验”，严格测温、查验48小时内核酸检测阴性结果、陕西一码通绿码、通信大数据行程卡，严格核查人、身份证件、手机等信息一致性。所有来返新城的货运物流、邮政快递司乘人员扫“西安货运码”登记人员及货运信息。? 三是返陕务工人员。必须提前3天向返回地社区（村）报备，在返回前72小时内开展2次核酸检测（间隔24小时以上），并提前至少24小时主动报告返回路线、交通工具和到达时间。三、加强封（管）控区域管理和服务保障（一）现有的封控区、管控区在未解除之前，继续按照规定严格落实相应管控措施。封控区继续实行“区域封闭、足不出户、服务上门”，进行全封闭管理，禁止人员进出，严格落实居家隔离措施。管控区继续实行“人不出区、严禁聚集”，禁止外来人员进入。（二）封控区“一办七组”继续做好封控区域管控和服务保障工作，明确专人负责居民基本生活物资供应，指定专门医疗机构为封控区居民提供就医服务，为孕产妇、独居老人、生活困难群众等提供便利上门服务。（三）用心用情用力为管控区内居民及特殊人群做好生活物资、医疗保障、困难救助等工作。设置便民服务点，强化生活物资保供“三人组”，通过预约、错峰等方式引导居民有序采购生活物资，切实避免人群聚集。沣东新城疫情防控指挥部     2022年4月21日 西安,1,0,0,1,1,沣 东 新城   沣 东 新城 解除 全域 临时 静态 管理 通告 疫情 防控 专家 综合 研判 现 沣 东 新城 解除 全域 临时 静态 管理 通告 解除 全域 临时 静态 管理 2022 年 4 月 21 日 22 时起   解除 沣 东 新城 全域 临时 静态 管理 除封 控区 管控 区外 区域 恢复 常态 化 管理 二 全面落实 常态 化 疫情 防控 措施 实行 常态 化 管理 区域 落实 疫情 防控 属地 部门 单位 四方 责任 单位 小区 村 公共场所 严格执行 扫码 测温 戴 口罩 米线 规范 消杀 常态 化 防控 措施 提倡 少 出门 少 串门 扎堆 聚集 勤洗手 通风 做好 人员 健康 管理 查验 48 小时 核酸 检测 阴性 证明 二 落实 各项 疫情 防控 政策 基础 商场 超市 沿街 门店 恢复 营业 餐饮业 控制 就餐 人数 餐位 距离 宾馆 单位 内部 食堂 分 时分 餐 提倡 隔桌 就餐 就餐 人数 超过 餐 位数 50% 旅游 景区 剧院 公共场所 按规定 落实 限量 预约 错峰 接待量 超过 承载量 75% 公交车 出租车 网约车 交通工具 恢复 运营 查验 乘客 健康 码 司乘人员 需 做好 防护 三 严格控制 聚集 性 活动 举办 会议 聚会 活动 控制 人数 举办 线上 会议 视频会议 50 活动 应 制定 防控 方案 主办 负责 审批 负责 原则 举办活动 5 工作 日前 沣 东 新城 辖区 街道 疫情 防控 指挥部 报备 申请 提倡 家庭 聚餐 聚会 超过 10 提倡 喜事 缓办 丧事 简办 宴会 不办 确需 举办 缩小 活动 规模 承办 5 桌 宴会 聚餐 活动 须 属地 社区 村 报备 落实 属地 疫情 防控 四 强化 重点 人员 行业 管控 措施   一是 中 风险 地区 未 解除 新城 人员 非必要 不离市 确需 离市 辖区 街道 疫情 防控 指挥部 出具 市 证明 14 日内 新增 本土 新冠 病毒感染者 县 区 旗 旅居 史 人员 非必要 不来 返 新城 省外 来返 人员 社区 村 单位 酒店 主动 报告 7 日内 聚餐 聚会 前往 人群 密集 场所   二是 物流 行业 外来 车辆 实行 逢车 必检 逢人 必验 测温 查验 48 小时 核酸 检测 阴性 陕西 一码 通绿码 通信 数据 行程 卡 核查 身份证件 手机 信息 一致性 来返 新城 货运 物流 邮政 快递 司乘人员 扫 西安 货运 码 登记 人员 货运 信息   三是 返陕 务工人员 提前 3 天向 返回 社区 村 报备 返回 前 72 小时 2 次 核酸 检测 间隔 24 小时 提前 至少 24 小时 主动 报告 返回 路线 交通工具 到达 时间 三 封 控 区域 管理 服务 保障 现有 封 控区 管控 区 未 解除 落实 管控 措施 封控区 实行 区域 封闭 足不出户 服务上门 全封闭 管理 禁止 人员 进出 落实 居家 隔离 措施 管控 区 实行 出区 严禁 聚集 禁止 外来人员 二 封控区 一办 七组 做好 封控 区域 管控 服务 保障 工作 专人 负责 居民 生活 物资供应 指定 医疗机构 封 控区 居民 提供 就医 服务 孕产妇 独居 老人 生活 困难群众 提供 便利 上门服务 三 用心 用情 用力 管控 区内 居民 特殊人群 做好 生活 物资 医疗保障 困难 救助 工作 设置 便民服务 点 强化 生活 物资 保供 三人组 预约 错峰 方式 引导 居民 有序 采购 生活 物资 切实 人群 聚集 沣 东 新城 疫情 防控 指挥部           2022 年 4 月 21 日   西安
LmbnEb9eW,特大型城市，流动人口的量。。。全员静态管理，嗯，加油！看看现在到底有多少人 ,1,0,0,1,1,特大型 城市 流动人口 量 全员 静态 管理 加油  
LmVz8bdfR,【云南省中高风险地区已清零，目前全省均为低风险地区】根据国务院联防联控机制有关要求，经瑞丽市新冠肺炎疫情防控工作指挥部研究决定，自2022年4月3日20∶00起，瑞丽市姐告国门社区由中风险地区调整为低风险地区。目前，云南省中高风险地区已清零，目前全省均为低风险地区。（ 云南卫健委微信公众号）,1,0,0,1,1,云南省 中 高风险 地区 清零 全省 低 风险 地区 国务院 联防 联控 机制 瑞丽市 新冠 肺炎 疫情 防控 工作 指挥部 研究 2022 年 4 月 3 日 20 ∶ 00 瑞丽市 姐告 国门 社区 中 风险 地区 调整 低 风险 地区 云南省 中 高风险 地区 清零 全省 低 风险 地区   云南 卫健委微信 公众 号
LrW6eEOV4,全域静态管理又变静默期了？换个名词再来一次 ,1,0,1,0,1,全域 静态 管理 变 静默 期 换个 名词  
Lo9EdB6zu,今天真的是非常非常憋屈的一天，一老一小的事情已经足够让我焦头烂额了，下午开始就收到各种群聊和私聊的询问：你司被骂得很惨，到底怎么回事。去把朋友圈里各种憋着一口气又不知道说什么好的动态全部点了一遍赞。这个破厂真的是有情怀的在，局外人可能感受不到每年赈灾支援或者大促清零的这股劲儿，但凡没有这股劲儿我真的早就跑路了。加油吧，一线不容易，都别寒了心。,0,0,0,1,0,真的 憋屈 一老 一小 事情 足够 焦头烂额 下午 收到 群聊 私聊 询问 你司 骂 很惨 怎么回事 朋友 圈里 憋着 一口气 说 动态 点 一遍 赞 破厂 真的 情怀 局外人 感受 不到 赈灾 支援 大促 清零 这股 劲儿 股 劲儿 真的 早就 跑 路 加油 一线 别寒 心
Lp2fiDqlu,#江苏徐州睢宁新增初筛阳性89例#打雷闪电、刮风下雨 依旧阻挡不了，睢宁人民做核酸抗疫情的决心！期待早日清零，睢宁 加油? 徐州 弋芔的微博视频 ,1,1,0,2,1,江苏 徐州 睢宁 新增 初筛 阳性 89 例 打雷 闪电 刮风下雨   依旧 阻挡 睢宁 人民 做 核酸 抗 疫情 决心 期待 早日 清零 睢宁   加油   徐州   弋 芔 微博 视频  
